sentiment,airline,text
negative,United,@united it's like you're trying to make me hate your airline. Fee for each checked bag that's never mentioned in the ticket + rude agents 👿
negative,United,@united so glad I've been waiting for 1 hour and 15 minutes and Ive been transferred 3 times without resolving anything. Worst service ever.
positive,Virgin America,@VirginAmerica thanks so much for sharing. Just added it to my site http://t.co/TsviBTvT8h
neutral,US Airways,@USAirways follow/dm please
negative,US Airways,@USAirways by far the worst airline in history. I'll never ever fly your garbage again
positive,American,@AmericanAir Glad to hear that there were no serious injuries in the minor crash @dfwairport this evening.
neutral,Southwest,@SouthwestAir didn't realize no clothes until at hotel - suggestions?
positive,Southwest,@SouthwestAir Yes! Just a few minutes after my tweet. She was able to reschedule her flight. Thanks!
neutral,Delta,@JetBlue? | RT @WMCActionNews5: New airline expected to make its way to MEM http://t.co/vO3eQsEPqH
negative,Southwest,@SouthwestAir NOR @SpiritAirlines fly to Toronto?!?!? You're killing me smalls.......
neutral,United,@united @ehsanisMpowered lmfao
negative,Southwest,@Southwestair is this account even aware of the #destinationdragons contest? The one youre fucking up for me?
negative,US Airways,"@USAirways your service at PHL is abysmal. An hour on the runway waiting for a gate, no information anywhere, missed my connection abysmal!"
negative,US Airways,@USAirways what is going on with the computers? Why is my flight grounded? Why does your airline suck so much? #UnansweredQuestions
negative,US Airways,@USAirways it's be nice to take a flight and have some level of consistency / service from the flight attendants. Quality control???
negative,US Airways,@USAirways 1 hour and counting on hold :( why? http://t.co/clOB5qwMXR
positive,American,@AmericanAir Awesome customer service on #390 from rdu. They snuck my wife a warm cookie. Thx!
negative,United,"@united Too Late Flight, damage has been done. Easily the worst airline experience of my life. Missed two connecting flights &amp; days of work. #UA49"
negative,United,@united Of course. That was the start of my trip 3 wks. ago. Its gone further downhill on my return.
neutral,United,@united I am going to a service desk now to see what the options are.
negative,US Airways,"@USAirways That is the height of rudeness, and without question the worst customer service I have ever experienced."
positive,Delta,@JetBlue will call. Thank you!
neutral,United,@united same flight number different flight. I'm heading to MPLS
neutral,US Airways,"@USAirways sorry, we are in Philly. Should've told you that."
neutral,Delta,@JetBlue becomes first #airline to accept #Apple Pay - Future #Travel Experience http://t.co/czOr4nyh9n
negative,American,@AmericanAir absolute terrible service to schedule a 40 minute layover and then not let someone on the plane with the door not closed.
neutral,Virgin America,"@VirginAmerica @VirginAtlantic @GMA @AmericanAir 
Can You Help #ourprincess in need of some help in #USA 
🎀🇬🇧🎀🇺🇸🎀 http://t.co/778AzTDaer"
negative,United,@united We were supposed to board at 605. They just brought the plane from the hanger! WTF did they not know there was a flight?1153 Lax-EWR
negative,US Airways,@USAirways the link doesn't work..
neutral,US Airways,"@USAirways Flight US 723 from @DublinAirport to @PHLAirport passing over @LoveLoughNeagh at 20,000 ft this morning. http://t.co/FRd0cAy6DA"
negative,United,"@united I was, just very surprised it took over 15 mins. Never experienced anything like that on 1K number"
negative,US Airways,"@usairways now on hold for an hour. So frustrating, I suspect you have more operators come in on days like this w/inclement weather?"
negative,United,"@united Thanks, but not so much the missing bag as the nonexistent staff at this apparent remote outpost (busy airport for city of ~1M)."
positive,Southwest,@SouthwestAir It was the usually excellent SWA flight!
negative,American,@AmericanAir Hey so I'm very disappointed with my time traveling with you! I've had the worst experience and both times the flight delayed!
positive,American,@AmericanAir although there was a 6 hour delay every single staff member from the ticket desk to the admirals club in was as sweet as pie
neutral,Southwest,"@SouthwestAir that was supposed to say ""boo"" not book. booo."
neutral,Southwest,@SouthwestAir can you show me some luv?Its 9 degrees and all this snow but Imdetermined to go to #DestinationDragons http://t.co/oXm6cWGaB7
negative,American,@AmericanAir - AA1344 Cancelled Flighted on 2.23 - rebooked on us air 623/544 on 2.24. Has to be a nonstop on 2.24 for us (2)?
negative,American,"@AmericanAir while listening to a delay message on my phone, another delay message was coming in. Get your shit together!"
positive,US Airways,@USAirways Thank you. And thanks for being so accommodating.
neutral,US Airways,@USAirways  how does one downgrade a flight?
negative,Delta,@JetBlue  I did.  They have no idea where it is.
negative,American,@americanair never fails to disappoint. waiting at jfk an hour after scheduled take off and still no word on departure
negative,United,"@united Is your company motto: ""I do not care!!!""  I heard several times from your employees to your clients in the past week.""  #idonotcare"
positive,Southwest,"@SouthwestAir Although the wait was long due to weather r/scheduling, a phone call and super rep solved the issue! Thank you!!"
negative,Delta,"@JetBlue @julesdameron ""Considering?"" #Accessibility is an absolute MUST! #Equality"
positive,Delta,@jetblue thanks
negative,Southwest,"@SouthwestAir also, they said they couldn't even book the flight. They were having to put me on hold &amp; have someone else do it???"
neutral,Southwest,"@SouthwestAir first time flyer, scheduled a (round)trip. set on departure date not sure on returning date, policy/fees on changing Re Flight"
neutral,United,@united it can't be delivered. It has to be held there for me to cross the border to pick up. Please don't try to deliver.
negative,US Airways,@USAirways hour 4 at the gate.
positive,United,@united amazing hospitality and helpfulness from Anthony Lastella. Great staff 👏👏👏✈️ def flying #united again.
negative,US Airways,@USAirways or is anyone even responding to social media? AWFUL.
negative,American,@AmericanAir Cancelled Flightled flight from fresno then rebooked for LAX now flight Cancelled Flightled again and its midnight with no more hotel available???
positive,Southwest,"@SouthwestAir 

Just realized I had the wrong departure date. Thanks for making changes easy!"
neutral,Delta,but why RT @JetBlue: Our fleet's on fleek. http://t.co/W0HOAewhwS
negative,United,@united no. I need you to have more than 2 agents at check in.
negative,Delta,"@JetBlue flt 136 from PHX. Delayed 2 hrs, circle 1 hr, divert to upstate NY, just sitting for 1 hr No communication #horrible"
negative,US Airways,"@USAirways , since jan 22 have been on 10 flights. Why the disrespect in CLT, flt #2063 at 2:50pm on 18feb to DCA? just asked herba question"
neutral,Delta,@JetBlue Does your home airport not count in the badge system? My TB account says 2 flights but I've taken 3 this year.
positive,Southwest,@SouthwestAir #RedCarpet Southwest Companion Pass would be great!
negative,Delta,"@JetBlue well, now I'll make sure to never fly JetBlue"
negative,Delta,@JetBlue hard when you're with your younger siblings and cousin and they just want to go on the airplane. We should get better than this
neutral,United,@united I did. they told us the wrong carousel number.
negative,United,@united typically once you get the problem fixed - then the crew expires - and the delay turns into a Cancelled Flight...
positive,United,@united sorry to hear outsourcing plan. Boise is best staff/cust service in the country. #boise
neutral,American,"@AmericanAir was hoping for 8A if possible, for some frozen views along the way!"
negative,US Airways,"@usairways Row 16, flight 634 today if you're looking for specifics! I can run to Home Depot for the WD40 you if you need."
negative,Southwest,@SouthwestAir and now no wifi??? Come on.
negative,American,@AmericanAir I cannot believe how long flight 759 PHI  is taking. I know it's US Airways but you own it. I would really like to get home.
negative,Delta,@JetBlue can you let me know status of flight #454 PBI-JFK delayed 2.5hours now on board problem with hatch..
neutral,American,@AmericanAir due to road conditions
positive,United,@united @JMS2802 : outsource it all United Airlines...your customers  are just loving you for it. Outsource. Outsource. Outsource.
negative,US Airways,@USAirways @AmericanAir How do I merge my miles accounts? Your sites tell me my info don't match even though I can't find a difference.
